Astro ID,TIC ID,Sector,Centroid Distance (arcsec),PRF Fit Quality,Optim Method
743,260297394,5,46.89779905039229,0.9878513464096353,L-BFGS-B
743,260297394,6,45.24789647795979,0.9931658007872526,L-BFGS-B
743,260297394,7,46.68893917511172,0.9918244733661773,L-BFGS-B
743,260297394,8,45.26347182127628,0.3184989307987782,L-BFGS-B
743,260297394,9,46.538886000816376,0.9906632099746834,L-BFGS-B
743,260297394,10,45.621053574707645,0.9933277283643857,L-BFGS-B
743,260297394,11,45.78739863179154,0.9533568212038293,L-BFGS-B
743,260297394,12,45.05230161116005,0.9888225040293508,L-BFGS-B
743,260297394,13,44.976717763022805,0.9930392173881234,L-BFGS-B
743,260297394,27,46.3962263653008,0.9869771911218592,L-BFGS-B
743,260297394,28,45.71914962494057,0.9601424276672048,L-BFGS-B
743,260297394,29,44.832853236964176,0.9896062347776748,L-BFGS-B
743,260297394,31,47.58061545937777,0.9873269103969464,L-BFGS-B
743,260297394,32,44.955614433971085,0.9921050365113144,L-BFGS-B
743,260297394,33,45.44452560989771,0.9983859293734018,L-BFGS-B
743,260297394,34,46.277711650602335,0.9802824252445655,L-BFGS-B
743,260297394,35,45.34760498923052,0.9885850824914445,L-BFGS-B
743,260297394,36,46.305725251726905,0.9825790411277205,L-BFGS-B
743,260297394,37,45.059819685456134,0.9927757180962136,L-BFGS-B
743,260297394,38,46.143227251063905,0.9917622872200728,L-BFGS-B
743,260297394,39,45.48705192149034,0.9952556622160725,L-BFGS-B
743,260297394,61,45.7654898004068,0.9789989669058985,L-BFGS-B
743,260297394,62,44.8544781458629,0.9946727795394009,L-BFGS-B
743,260297394,63,44.6970369171489,0.9945544713667336,L-BFGS-B
743,260297394,64,45.10818628138817,0.9925148579195356,L-BFGS-B
743,260297394,65,46.15018360673562,0.9853528569357866,L-BFGS-B
743,260297394,66,44.921189850767504,0.9829843402461886,L-BFGS-B
743,260297394,68,46.96237440040666,0.9749301025242776,L-BFGS-B
743,260297394,69,45.21952822571903,0.9806255133617422,L-BFGS-B
744,260472863,1,42.581913900422826,0.18062336510210045,L-BFGS-B
744,260472863,2,52.29780584434981,0.33494184040128494,L-BFGS-B
744,260472863,3,31.421584891211985,0.07726560350217801,L-BFGS-B
744,260472863,4,56.209447816641735,0.47015756183349255,L-BFGS-B
744,260472863,5,117486.39942611787,0.21123384163880388,Nelder-Mead
744,260472863,6,56.11096460001966,0.5963482278720791,L-BFGS-B
744,260472863,7,53.70547581936666,0.6079178078417682,L-BFGS-B
744,260472863,8,36.18533118532445,0.3459663566002438,L-BFGS-B
744,260472863,9,49.71028872501067,0.5787372529566616,L-BFGS-B
744,260472863,11,59.66956640715129,0.06746412752158742,L-BFGS-B
744,260472863,12,56.20186219790463,0.5140978611863266,L-BFGS-B
744,260472863,13,48.89981411204097,0.5081976873855139,L-BFGS-B
744,260472863,27,60.35366402261962,0.5578328665894985,L-BFGS-B
744,260472863,28,14.85268754328179,0.09247194862280773,L-BFGS-B
744,260472863,29,58.29594922770225,0.5691048915389044,L-BFGS-B
744,260472863,30,56.14189519154726,0.6565410594209977,L-BFGS-B
744,260472863,31,58.66770468131843,0.622257015475262,L-BFGS-B
744,260472863,32,8.03192493262507,0.35086233586086674,L-BFGS-B
744,260472863,33,56.21989757577263,0.6566272323273772,Nelder-Mead
744,260472863,34,14.267263977185866,0.23679388830867948,L-BFGS-B
744,260472863,35,86.76988976128482,0.06539085173205501,L-BFGS-B
744,260472863,36,56.271465153354534,0.568308162124518,L-BFGS-B
744,260472863,37,52.086269482524784,0.3923961490569981,L-BFGS-B
744,260472863,38,57.049019415210665,0.6363321659543485,L-BFGS-B
744,260472863,39,3.074509808425068,0.439759849642037,L-BFGS-B
744,260472863,61,26.47542684511401,0.03844630335687786,L-BFGS-B
744,260472863,62,58.31105232649382,0.6842948801624129,L-BFGS-B
744,260472863,63,55.882266330864674,0.7269538302348769,L-BFGS-B
744,260472863,64,53.14944908007469,0.6632039147584083,L-BFGS-B
744,260472863,65,57.88526897612863,0.5486976230949264,Nelder-Mead
744,260472863,66,60.44894371028327,0.5129094427697718,L-BFGS-B
744,260472863,68,54.476651060429965,0.5929129443557191,L-BFGS-B
744,260472863,69,61.07112310044555,0.5120551623406113,L-BFGS-B
745,260504114,1,165.96198141170413,0.9962863858551352,L-BFGS-B
745,260504114,2,165.51429171899215,0.9993465761185574,L-BFGS-B
745,260504114,3,164.67446081220746,0.9997301651463938,Nelder-Mead
745,260504114,4,163.23405642298567,0.9812094598158766,L-BFGS-B
745,260504114,5,82.08885750152139,0.01792474604120479,L-BFGS-B
745,260504114,6,163.5073809405323,0.9986216252573619,Nelder-Mead
745,260504114,7,166.85227131803438,0.9961396106077651,L-BFGS-B
745,260504114,8,165.2598084341863,0.9982744793962421,Nelder-Mead
745,260504114,9,137.11190415521406,0.017789062716359234,L-BFGS-B
745,260504114,11,168.24867959053188,0.9795592886019198,L-BFGS-B
745,260504114,12,94.32699787681369,0.021195251065319602,L-BFGS-B
745,260504114,13,77.9703463988966,0.022397548776424137,L-BFGS-B
745,260504114,27,157.6725421962716,0.02216353367673443,L-BFGS-B
745,260504114,28,165.91938947157817,0.997320954516021,L-BFGS-B
745,260504114,29,164.95787714081558,0.9989610584043348,Nelder-Mead
745,260504114,30,163.72357036786298,0.965824169498046,Nelder-Mead
745,260504114,31,165.91897594695334,0.9830754722734673,L-BFGS-B
745,260504114,32,73.1259094986582,0.017720401977657278,L-BFGS-B
